Date,Time,Direction,Type,Occupancy,Electric
26-10-2022,09:55:00,Out,Car,1,Yes
26-10-2022,09:55:00,Out,Car,1,No
26-10-2022,09:55:00,Out,Car,1,No
26-10-2022,09:55:00,Out,Bicycle,1,No
26-10-2022,09:55:00,Out,Taxi,1,No
26-10-2022,09:55:00,Out,Car,1,No
26-10-2022,09:55:00,Out,Car,1,No
26-10-2022,09:55:00,Out,Car,1,No
26-10-2022,09:55:00,Out,Car,4,No
26-10-2022,09:55:00,Out,Car,1,No
26-10-2022,09:55:00,Out,Van,3,No
26-10-2022,09:55:00,Out,Car,2,No
26-10-2022,09:55:00,Out,Car,2,No
26-10-2022,09:55:00,Out,Car,2,No
26-10-2022,09:55:00,Out,Car,2,No
26-10-2022,09:55:00,Out,Car,3,No
26-10-2022,09:55:00,Out,Car,1,No
26-10-2022,09:55:00,Out,Lorry,2,No
26-10-2022,09:55:00,Out,Car,1,No
26-10-2022,09:55:00,Out,Car,1,Yes
26-10-2022,09:55:00,Out,Van,1,No
26-10-2022,09:55:00,Out,Car,1,No
26-10-2022,09:55:00,Out,Car,1,No
26-10-2022,09:55:00,Out,Car,1,No
26-10-2022,10:00:00,Out,Car,1,Yes
26-10-2022,10:00:00,Out,Bus,5,No
26-10-2022,10:00:00,Out,Bus,5,No
26-10-2022,10:00:00,Out,Car,1,No
26-10-2022,10:00:00,Out,Taxi,1,No
26-10-2022,10:00:00,Out,Car,1,No
26-10-2022,10:00:00,Out,Car,1,No
26-10-2022,10:00:00,Out,Car,1,No
26-10-2022,10:00:00,Out,Car,1,No
26-10-2022,10:00:00,Out,Car,1,No
26-10-2022,10:00:00,Out,Car,1,No
26-10-2022,10:00:00,Out,Car,1,No
26-10-2022,10:00:00,Out,Car,1,No
26-10-2022,10:00:00,Out,Car,1,No
26-10-2022,10:00:00,Out,Car,1,No
26-10-2022,10:05:00,Out,Car,3,No
26-10-2022,10:05:00,Out,Van,1,No
26-10-2022,10:05:00,Out,Car,5,No
26-10-2022,10:05:00,Out,Bus,0,No
26-10-2022,10:05:00,Out,Bus,5,No
26-10-2022,10:05:00,Out,Car,2,Yes
26-10-2022,10:05:00,Out,Bus,50,No
26-10-2022,10:05:00,Out,Car,3,No
26-10-2022,10:05:00,Out,Taxi,1,No
26-10-2022,10:05:00,Out,Car,1,No
26-10-2022,10:05:00,Out,Car,1,No
26-10-2022,10:05:00,Out,Car,2,No
26-10-2022,10:05:00,Out,Car,1,No
26-10-2022,10:05:00,Out,Car,1,No
26-10-2022,10:05:00,Out,Car,2,No
26-10-2022,10:05:00,Out,Car,2,No
26-10-2022,10:05:00,Out,Car,2,No
26-10-2022,10:05:00,Out,Car,2,No
26-10-2022,10:05:00,Out,Car,2,No
26-10-2022,10:05:00,Out,Car,1,Yes
26-10-2022,10:05:00,Out,Car,3,No
26-10-2022,10:10:00,Out,Car,1,Yes
26-10-2022,10:10:00,Out,Car,2,Yes
26-10-2022,10:10:00,Out,Car,2,No
26-10-2022,10:10:00,Out,Car,2,No
26-10-2022,10:10:00,Out,Car,1,No
26-10-2022,10:10:00,Out,Car,4,No
26-10-2022,10:10:00,Out,Car,1,No
26-10-2022,10:10:00,Out,Car,1,No
26-10-2022,10:10:00,Out,Car,1,No
26-10-2022,10:10:00,Out,Car,1,No
26-10-2022,10:10:00,Out,Car,1,No
26-10-2022,10:10:00,Out,Car,1,No
26-10-2022,10:10:00,Out,Bus,25,No
26-10-2022,10:10:00,Out,Car,1,No
26-10-2022,10:10:00,Out,Car,1,No
26-10-2022,10:10:00,Out,Car,4,No
26-10-2022,10:10:00,Out,Car,1,No
26-10-2022,10:15:00,Out,Car,3,No
26-10-2022,10:15:00,Out,Car,2,No
26-10-2022,10:15:00,Out,Bus,100,No
26-10-2022,10:15:00,Out,Van,1,No
26-10-2022,10:15:00,Out,Car,2,No
26-10-2022,10:15:00,Out,Car,2,No
26-10-2022,10:15:00,Out,Van,2,No
26-10-2022,10:15:00,Out,Car,2,No
26-10-2022,10:15:00,Out,Van,2,No
26-10-2022,10:15:00,Out,Taxi,1,No
26-10-2022,10:15:00,Out,Car,2,No
26-10-2022,10:15:00,Out,Van,3,No
26-10-2022,10:15:00,Out,Car,2,No
26-10-2022,10:15:00,Out,Car,1,Yes
26-10-2022,10:15:00,Out,Car,1,Yes
26-10-2022,10:15:00,Out,Car,1,No
26-10-2022,10:15:00,Out,Car,1,No
26-10-2022,10:15:00,Out,Car,1,No
26-10-2022,10:15:00,Out,Car,1,No
26-10-2022,10:15:00,Out,Car,1,No
26-10-2022,10:15:00,Out,Car,1,No
26-10-2022,10:15:00,Out,Car,1,No
26-10-2022,10:15:00,Out,Car,1,No
26-10-2022,10:15:00,Out,Car,2,No
26-10-2022,10:15:00,Out,Car,1,No
26-10-2022,10:20:00,Out,Car,1,No
26-10-2022,10:20:00,Out,Car,1,Yes
26-10-2022,10:20:00,Out,Car,1,Yes
26-10-2022,10:20:00,Out,Van,1,No
26-10-2022,10:20:00,Out,Van,1,No
26-10-2022,10:20:00,Out,Car,2,No
26-10-2022,10:20:00,Out,Bicycle,1,No
26-10-2022,10:20:00,Out,Bicycle,1,No
26-10-2022,10:20:00,Out,Car,2,No
